pred_linear,pred_logistic
1003.7540981640423,1
1346.4006995003888,1
984.9396309777748,0
1184.7762885985103,1
1419.9395165203782,1
1339.499530695923,1
738.0181781198535,0
1207.7606501806663,1
983.4385558147025,0
-90.1682271014613,0
1439.0975910620218,1
993.7743076878627,1
947.6102993046044,0
1069.085728377047,1
1558.74864720807,1
852.4981286696304,0
1229.1401401733517,1
783.9330285692556,0
1207.5255509837693,1
-117.27669193672659,0
1051.8341992486858,1
1564.2308403699208,1
1627.537215424198,1
1196.273892887446,1
-103.28145652294643,0
991.8254795169892,0
1435.5687617245032,1
1247.1911057946472,1
968.8253754256989,0
1153.8245217413753,1
1191.0961097573118,1
1574.1284108338232,1
1392.0938554188294,1
1099.349946993042,1
1139.205824682865,1
824.8611868032565,0
985.4893485758859,1
986.560055555099,1
884.5272378829999,0
1024.4136121352278,1
935.6551252416497,0
923.3690737206732,0
1126.6581304277497,1
1208.1625763044365,1
828.0910698645696,0
1228.607819725795,1
900.8104745027675,0
1206.824424843385,1
880.9156656660109,0
1515.0290950805106,1
1078.7369534619565,1
988.4404201278803,0
1062.4934396522021,1
884.6924630551347,0
1040.6317834682065,1
1252.477384221899,1
1215.290785767962,1
1097.7082715766385,1
954.8203216785018,1
921.6950274931582,0
941.6904817160752,0
1156.1604102009906,1
966.2253282862163,0
1103.4293309249565,1
1204.7879051836846,1
1112.1908563462528,0
838.5385470055555,0
1316.7316870986597,1
881.7403890945582,0
1034.2621629304638,1
1060.6783735677482,1
722.6359754109294,0
1128.0378122645664,1
1491.4007186193246,1
705.4330039524527,0
1514.850336891974,1
1021.5174309922459,1
1260.3186898698532,1
1143.7187802812496,1
1421.6821610757684,1
1005.9516940235212,0
1452.1131079068057,1
1096.574893536234,1
958.0405804879263,1
1540.9283087058043,1
1459.056939831892,1
945.7847591062383,0
1135.1432973647186,1
1193.8870087621683,1
1134.3887684037077,1
984.557875887064,0
1393.5372013519034,1
1177.5629367626166,1
-81.39698131221303,0
1480.4323713119725,1
1193.408801530875,1
877.5238322001865,0
934.1892245372595,0
910.5210339290898,0
1240.1492356736037,1
821.6224060890396,0
713.7944687036027,0
1457.9087413649884,1
883.8878446043193,0
1151.470530444678,1
1231.781797452295,1
904.3922383581821,0
986.547704590711,0
1121.3922309226314,1
771.0373706270551,0
1452.7438214559834,1
955.4825000909179,0
-80.56508759752796,0
1518.6202290005563,1
928.0177511394805,0
890.0829721850024,0
995.0666740710594,0
703.0785266511748,0
1480.3705683787068,1
1094.8537828522087,1
800.108921997403,0
1585.4735078650538,1
1296.2287875409195,1
1196.6820295709822,1
841.0834345914187,0
-121.51260936616245,0
1232.3946851330113,1
927.316560997411,0
844.1414761237929,0
1303.245412050695,1
1131.0195644440716,1
888.790761467648,0
1171.6428772921713,1
939.9054558086672,1
1042.6684838523847,1
1144.9906371320778,1
1179.3892918105562,1
1205.0881346636231,1
870.546155925814,0
909.3438733470385,0
1425.8122241461347,1
930.6087818061353,0
921.5773002147391,0
938.3662092694992,0
1094.812652038633,1
1107.031582491875,1
-108.47736690766101,0
-117.65320079506773,0
1008.1911309058539,1
1171.5485574629201,1
1007.2976811380386,0
1459.4577876312928,1
843.2317423134007,0
1285.9174520319705,1
888.2162399682022,0
1020.2350337654605,0
1115.0816286284285,1
865.7755618197845,0
1136.8755111193277,1
918.6360452619183,0
1274.4732020283461,1
809.092989576506,0
1077.806418745875,1
1301.6257108973748,1
1026.424406870277,0
889.7228965794452,0
-65.29544850746947,0
1110.7098084495653,1
1128.3218389685712,1
1083.9759196017746,1
937.9738065412743,0
901.1238379370926,0
1253.8816406143396,1
938.9245110760203,0
997.9625540436414,0
861.6827207854836,0
1597.3055666299533,1
1100.0112246714891,1
1075.7703438731826,1
1005.811132702055,1
868.8267855208512,0
924.5893734063752,0
977.5258622641303,0
1207.6605432784556,1
1537.1376974076024,1
918.7528090075922,1
963.9532167365437,0
1037.2726812330748,1
981.820118003734,0
805.5128832544073,0
940.6494836059117,0
1523.9553313120828,1
1395.4584018822354,1
1331.4620272004997,1
1015.5927751216573,1
1187.5987710663032,1
663.3330199160725,0
898.9111775331323,0
1235.4392356578305,1
842.9930624037629,0
1348.4805711705972,1
1274.4365245416418,1
1123.8397667082868,1
909.3891030285986,0
970.2324381477415,0
1102.4870840591286,1
1050.6537466077325,0
1015.6706703032797,0
950.5252077164182,0
1034.8149621547911,1
920.3833959063785,0
1198.488240441612,1
788.820177554963,0
968.3885737491258,1
962.2953307850913,0
1149.2671561803925,1
1534.1804945307322,1
873.0450394365513,0
838.6758675030512,0
1116.5949067996223,1
1009.4914711072153,1
1168.820321577396,1
1066.0820642487477,1
968.0510674568366,0
1210.0421569854539,1
1102.9112299952264,1
974.9613548242878,0
1261.3313765306723,1
-107.6100496072279,0
973.4987191227082,0
941.4091793943948,0
1507.896708437161,1
933.2992600511743,0
1056.0743295846655,1
1635.095437626374,1
1098.5960628416085,1
-123.15002480850944,0
1034.5499079495864,1
783.5852977004286,0
1104.0497709313686,1
1245.3501132753156,1
1324.9353214775376,1
1413.327605521882,1
1175.1074549697694,1
710.4655138758649,0
744.0894265672923,0
1316.8674932959457,1
1070.1771228924297,1
903.0589647141512,0
1261.5230052334043,1
1016.7933251229562,0
1028.8153153875285,0
1112.1250410114174,1
1284.3337634550205,1
1387.6021100874884,1
1143.0222877874012,1
1196.0009255575765,1
1211.031458686632,1
-109.61902129535474,0
-102.6137347065569,0
822.1986946640724,0
1557.584353217285,1
1694.4149968769325,1
1032.7316328963002,0
1596.8797640380762,1
1764.7585795987561,1
969.7241438747942,0
1335.9622941076739,1
1789.9123130638172,1
1682.9790663316508,1
980.034741000233,0
935.6471233471619,0
1211.4814691689523,1
928.3950598966901,0
970.9071977796452,0
1300.9211952060311,1
1051.9078130144976,1
776.9145978406557,0
900.5176507637143,0
1401.4548090586477,1
866.3932323646401,0
836.8731784536155,0
1632.129500968547,1
1057.6684845259022,1
1146.3814729700819,1
1163.8903070397137,1
1114.3831110520662,1
1207.1520632862419,1
1048.5971040247098,1
1172.4562298100593,1
873.3583520973958,0
1197.5545273840137,1
838.947993766368,0
901.918923428922,0
1239.9461715187742,1
1476.009994530541,1
925.710283472828,0
1086.0872583518958,1
1156.4258812328512,1
1802.295294891322,1
1337.2850241422016,1
1002.5341487485352,1
838.9241559624145,0
1274.2013314816895,1
828.095211962086,0
-144.20305082206755,0
953.1552127758257,0
1057.3383248403384,0
1067.4273070858515,1
-88.03460608695127,0
1066.8799522498132,1
1011.2871632705516,0
952.6020110360226,0
1080.9867092434806,1
934.3121832741737,0
964.6605261185958,0
1440.9016970013224,1
1155.7406301699727,1
933.073454682772,0
1354.9641319483367,1
1033.7808986384787,1
1336.4219689679203,1
1508.833482603402,1
1074.0552974928596,1
909.4430587493574,0
1098.3599576915337,1
1265.5261968850903,1
975.9976632674209,0
1042.5834343955723,1
1164.9947250653127,1
1117.8889408110872,1
1028.889499125486,1
938.1467367182631,1
-79.31152535945307,0
1026.9745418213843,0
1030.9091274368973,0
1193.470681182799,1
889.237186712855,0
1160.4843239771983,1
976.3282575581803,0
1085.8244299691335,1
1298.489730994416,1
847.3317186077891,0
1229.721562887257,1
925.7079648532917,0
1117.3553401242314,1
1304.45690325714,1
1161.1234121918728,1
1037.843517436344,1
978.2978517578498,0
973.3767655246668,0
879.1558010008118,0
953.9705409503683,0
1778.8270374343556,1
1645.7921230559086,1
-109.11786311063042,0
1516.4692756979057,1
800.058878918505,0
1211.0806971617728,1
958.9376085502371,1
730.9052382816502,0
1093.088721776987,1
1191.891069325884,1
1270.716613774857,1
921.7085905295568,0
1117.804401136914,1
-104.48835639762183,0
1174.0190673902016,1
1088.3615704274096,1
945.7863372219834,0
-103.15335728235254,0
1298.8927219482925,1
1332.958969250079,1
1024.2041565958882,1
1490.550542773012,1
991.7898059235552,0
1299.1178936038652,1
1053.284253490116,1
1136.9555445236977,1
1342.7002624235538,1
805.9943929452727,0
1084.5818238314635,1
888.4780319661514,0
1193.1488830663095,1
1457.9397182475032,1
980.4785537906786,0
1215.9565524907036,1
897.7582151616582,0
1534.51751693087,1
909.6634037495919,0
917.4249012468196,0
985.3142914783422,0
1671.1875521041738,1
1154.8040303724047,1
983.1247957183913,1
1247.6959862952276,1
1169.4727967743718,1
1130.373800882289,1
1109.9404759521544,1
1219.2198288499815,1
1333.7305684809517,1
784.0324363548332,0
919.4253608790443,0
970.5907283268601,0
1062.078905838839,0
1114.477647181429,1
962.4596540408921,0
1747.3300827740218,1
990.1514330610291,0
1527.8844329470803,1
847.5601922215844,0
1395.470415171087,1
927.5015387958607,0
1198.8864812370762,1
1003.6597738982198,1
1138.5496412396792,1
1450.510965952201,1
1090.8050463711154,1
1188.8700951143928,1
811.7803890857128,0
1065.3935163317826,0
970.4350426072755,0
1067.6135967306482,1
1126.274864250424,1
1221.907854009201,1
965.2370232882929,0
980.6380681755654,1
1057.7893825910571,1
811.6845875500425,0
780.9597886394131,0
862.1868988944324,0
878.1978527707064,0
682.06576444916,0
1106.0517958532785,1
923.3910777356635,0
979.0592774211513,1
1451.7017735759825,1
1330.4408027022573,1
1143.9939496433328,1
833.147230200827,0
959.9969223120995,1
1215.3909806459785,1
904.775452221829,0
1007.1294331796189,1
1218.0531587054413,1
1057.2955200259444,1
945.7969512027363,0
1064.4699258818002,1
1029.2645030750846,0
1097.7244144487295,1
1294.2011179968617,1
1051.2792692662736,1
1087.3271791232057,1
1156.7258059855246,1
1384.7139578820806,1
978.2856501139519,0
881.1184955263474,0
1258.9011612105055,1
886.3604107544473,0
841.4011359367637,0
974.567773893362,0
1276.2092719633445,1
1158.1657251610254,1
689.7808999127128,0
1314.032419200281,1
1540.2152689498398,1
1229.8231727625944,1
1019.8530945067018,0
1033.6217174925748,1
-118.12132712741345,0
837.9844667713317,0
1286.5464283625747,1
1014.5940604822472,0
1020.849126503258,0
780.7617767677322,0
1197.7781325156752,1
1012.5607025323395,1
1058.8129812325515,1
896.8827187207938,0
818.285070018163,0
899.8809381219829,0
1151.0995334930853,1
1144.0668670716395,1
976.277201364226,0
939.6192804960843,0
-111.41025889336515,0
932.4634524857929,0
1161.0537569718447,1
1220.588508959293,1
1365.6139902562409,1
922.9591731541709,0
1108.6177363200582,1
1529.2651736273642,1
1173.9692602638002,1
932.0962741356383,0
883.9086813049094,0
1344.1794029121977,1
926.7850417814167,0
1135.6576181359317,0
736.1041487617737,0
1039.3436243931692,0
1523.2229031316185,1
1249.3414330055587,1
1016.001973703391,1
1188.652309376671,1
1023.3584694370318,1
1107.2235972830379,1
1161.1212255502603,1
1021.9017777222828,1
1156.4698109246829,1
784.3943276457048,0
1208.7487599820859,1
-116.42471240010877,0
1152.6346024739933,1
1131.1474142510694,1
912.6408420901582,0
937.9087979491694,0
1470.948970131005,1
1380.0864537342409,1
1163.6945137767957,1
1187.9801508280493,1
985.4292323124507,1
1312.170590090898,1
1749.3096383410284,1
890.2867583580955,0
-144.20305082206755,0
1019.8134471686589,1
858.3727124213796,0
1757.9380776107039,1
852.8731795816011,0
1541.72926227605,1
1013.1425940065828,1
1460.4923879068751,1
916.6035798837729,0
984.943565960544,0
1067.3993186052269,1
1075.2311845304125,0
1171.615137143443,1
1189.6559600600306,1
668.1515325765856,0
1139.9691041301198,1
1073.6196975585258,1
1128.1989112704903,1
1050.898364846635,1
1388.4256763772978,1
662.2579900441797,0
1410.901003820965,1
1314.7127708179712,1
1492.656901593005,1
1473.7164416239193,1
1146.0221657990105,1
890.1098938831092,0
1136.5770114922425,1
968.278101524678,0
1122.3670214946392,1
989.9296695384035,0
945.3271741207272,0
1146.1924653904262,1
1468.6088463300673,1
1218.6920995549365,1
955.2442444228755,0
903.8465351693533,0
1488.6352710436672,1
692.668021111074,0
-148.24172909220738,0
1090.2305300857072,1
1170.9102031429306,1
1033.078541233707,1
1010.3539253498661,1
957.818471002969,0
1006.7141729483279,0
968.5436590933458,0
-144.20305082206755,0
858.9590674857737,0
966.2353171867234,0
1382.5593915164402,1
1341.146448650914,1
876.129351799085,0
953.7488872148775,0
742.9152683003471,0
1040.398545876908,1
1080.9967405399334,1
1480.5477136798347,1
956.1794374848678,0
728.9655098379418,0
925.6601416293456,0
1145.5451067230545,1
816.2823458236464,0
1009.37690616011,1
983.400669363524,0
919.2957829639658,1
1639.3510656995586,1
990.3303582698873,0
1400.3818420483667,1
901.6685940004553,0
1023.597203813695,0
990.3548423489258,0
625.3061448288513,0
1183.1688597895184,1
861.4793188375213,0
1004.248555088931,1
1051.298014125065,1
940.0413542026422,0
940.1772977118749,0
1161.8638963405797,1
1360.3404219570584,1
-123.22281919586612,0
1193.0170254959553,1
825.1907110510195,0
1017.420808128302,1
1067.9372875381648,1
909.8587654143978,0
1470.605088731595,1
1094.2148022723818,1
1109.541474503899,1
1182.9272882216237,1
1119.0558085836662,1
1165.7694016749042,1
1085.3820442368465,1
1441.3522317166673,1
1165.130782120474,0
1253.437770196028,1
967.3261800589421,0
887.8268228174261,0
971.89215645784,0
1005.0271782926596,1
1012.6144878471373,1
946.809609014484,0
950.5189486974136,0
876.02259024246,0
1041.7202664515332,1
954.5572725673475,1
942.0678836105216,0
1022.1704778744936,1
1222.8985669393742,1
1139.2621593977874,1
971.5729346349401,0
1935.3523266188568,1
1279.9672416663263,1
1142.9197956070275,1
1149.804383674921,1
1059.801949525782,1
1188.6168294321947,1
1227.4189335044705,1
883.2686859154016,0
1149.114780695816,1
1653.1720407724424,1
1130.1549444322616,1
838.2863347418192,0
1354.848686868815,1
1046.3599861877437,1
923.5354587275649,0
1417.5283171432689,1
1024.43283512699,0
1336.6612680631188,1
1384.1554412431428,1
1050.3154105451085,1
1124.9073948372927,1
929.1624622838617,0
1244.7579489534319,1
1475.5233804338282,1
1197.3974593013704,1
1506.5110437919368,1
1495.295753711764,1
1411.6015743266223,1
975.0708493078866,0
1125.638240428306,1
1056.364088364924,0
1678.2032368111118,1
1182.190874921735,0
866.5244299673532,0
1238.6650104854102,1
696.1458748456389,0
959.0857276623358,0
1214.2491944001845,1
934.4829488644649,0
1145.6779754504432,1
818.2737147858776,0
-123.64083325060164,0
993.3785261487524,0
907.2158474285196,0
1292.0449309549097,1
1434.8109465535226,1
1064.4418406951493,0
942.4291865690742,0
-144.20305082206755,0
1412.824148163011,1
964.6529338765898,0
-109.04247243546047,0
882.6928089370298,0
689.9392618824194,0
925.6743852597177,0
1060.9480311160207,1
1397.043267132764,1
1004.5365123275369,1
1380.1941239210728,1
876.9607567629989,0
1178.4047892012413,1
1111.8516982049807,1
955.1185995360358,0
1162.7901420908386,1
872.3942386422366,0
1079.317195672429,1
996.018946562704,0
931.2658215645013,0
1407.6967393873144,1
1237.1853668830393,1
1218.0611167533943,1
1342.5008382594967,1
1200.1698398583003,1
1237.3450573525772,1
1068.5474856646836,1
1523.2242354400082,1
1000.4232579781662,0
810.1410864168854,0
1105.5437759061138,1
1070.7939681803527,1
888.1691315859382,0
-113.61797243913838,0
1188.977024304454,1
1360.8074252768138,1
922.4069486428892,0
878.7629781560634,0
901.2441207229609,0
-144.20305082206755,0
1358.110639680388,1
849.6945005052872,0
944.9799979846005,0
739.8764875149977,0
1078.6081302573618,1
898.7583904825391,0
1160.653904435133,1
900.2827016655084,0
931.492970052608,0
1054.0177871252415,0
1475.4329292417967,1
1079.5425988747738,1
1042.1408515021324,0
1176.9214154624021,1
1218.9511757340508,1
1170.2538508494972,1
-59.78728770624957,0
916.2612414529158,0
1251.6661248184128,1
1042.5145563391095,1
1005.006154412475,0
1119.8579967709188,1
1124.969716131998,1
1431.834679347343,1
1584.3723501151494,1
1348.2805274001716,1
954.0573300513327,0
1094.2270741182776,1
1132.780989488117,1
1378.817428448262,1
829.317969215785,0
1014.03128519332,1
1080.1025583724859,1
1198.211385949674,1
988.3758084348613,0
852.9418026596013,0
1334.7522334497264,1
974.1196529276245,0
992.1817379803781,0
1203.2089120824528,1
1034.8960272673955,1
1447.6864793750794,1
1134.29250211572,1
830.5256761555198,0
887.4046261297494,0
1111.8182897975369,1
1146.5369520835134,1
880.3952717620183,0
1064.9112692744525,1
1921.4062275873425,1
923.0127748622666,0
1057.823302571034,1
1013.2551465087487,1
1409.136013098275,1
-141.03100537178534,0
1036.6007045891147,1
773.6439126487714,0
1565.085715140169,1
1049.0537361490508,1
903.8650283492103,0
884.6685244344884,0
874.5098619465055,0
1470.3017922274894,1
793.3972195568892,0
1219.8809572227135,1
1575.4604925327053,1
1107.0422639042886,1
809.0147304049285,0
1220.434360171013,1
1060.0495607376918,1
1153.5961209845987,1
1070.3097797588723,1
1281.6971126620008,1
1240.3551110610676,1
1015.2562990531947,0
973.3485148584437,1
941.6812005567,0
1006.0939027062365,1
809.7598522418037,0
859.0721153579551,0
1026.9813067190432,1
883.4579484468527,0
978.8188811225233,0
808.2750206203877,0
747.9797225820548,0
1156.8825578093838,1
1347.405792675535,1
726.7422729792196,0
999.8512259744889,1
1026.2606130730244,1
1164.6327994610274,1
996.1947648455872,1
900.0670375838223,0
-87.83651330125804,0
877.7238989191333,0
1168.1616599003828,1
1478.830623436631,1
878.2759780099426,0
884.1848748608214,0
1181.0218813738318,1
1371.8908994409187,1
1312.4931268633584,1
1122.8706710804795,1
887.7272535791147,0
976.3675206921293,1
759.938910557447,0
1092.6223784972583,1
936.5621968462475,0
1379.484394392799,1
-127.89424021415675,0
1360.4817760625801,1
896.8086126643087,0
1151.5802946840556,1
1059.2591256407786,1
971.0309143125921,0
1042.1828870894726,1
1481.4386851942409,1
1452.3141810285845,1
953.4069002003375,0
-144.20305082206755,0
1008.2312388547685,1
853.772230795101,0
906.5464692606492,0
1114.808920594176,1
1122.0318053107362,1
1455.694327918604,1
1284.1324964006267,1
1312.7020722045477,1
1064.4219682779922,1
709.2946465044315,0
838.487555949361,0
1068.5539777310819,1
1158.0869977447278,1
1282.0196577158772,1
1431.3689508018358,1
1206.6869579597792,1
1329.3257041909378,1
1092.7517732583565,1
959.5411041271774,0
1287.8557132594522,1
1181.9367489420483,1
1059.6482930950613,1
1099.7765664378699,1
918.8497708199043,0
1193.1465788637522,1
874.2601737201303,0
1593.5047974281645,1
1144.051676478468,1
959.6289636770215,0
1370.020536381372,1
1170.9871751223507,1
738.4963455654793,0
889.3839202560657,0
1254.8412492946402,1
-125.41758671119396,0
1389.0686263234286,1
1058.3519078603242,1
1110.0560085447412,1
1177.5815177282325,0
841.9565613363104,0
741.7433191786653,0
1065.2856150033444,0
1258.994930136836,1
1386.0461894331604,1
1084.7844338783289,1
1323.7585534650445,1
1054.8521083296791,1
868.9609345709781,0
1279.9944808988141,1
964.1096270803082,0
744.4095063618813,0
1172.7168631775803,1
1899.1941666367227,1
691.7503637791604,0
868.2703790025375,0
1108.1568295699785,1
828.9767591758055,0
1550.715922551828,1
774.9610219376243,0
989.8781677236489,0
1022.6345997559854,0
-85.73486595828558,0
827.1411570340413,0
1715.4603211200779,1
-105.6440504052241,0
861.601124487277,0
1048.795485140768,0
1063.4480595980845,1
817.995572038549,0
1232.1556086768746,1
912.0998680034418,0
1144.9465481116215,1
892.2398342884806,1
826.5609315534969,0
1198.3529586681832,1
933.4222596144251,0
1058.1507790631335,1
1399.6555095015362,1
909.2185695056263,0
1316.7326971601806,1
720.8789843455496,0
1128.586889879929,1
831.898123974627,0
1097.1535276898462,1
933.7189374714816,0
985.7457656062559,0
1083.4607457446205,1
1103.9916998005865,1
1015.6772324182917,1
1119.0911248249706,1
902.7217035351666,0
868.7779418892276,0
955.9602974049423,0
919.2669104884383,0
763.5841986488097,0
1094.6846272824616,1
1020.1095487146085,0
967.6581550275688,1
975.1157593555862,0
917.6455364382984,0
